,,,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 014,Sweep 014,Sweep 014,Sweep 014
Well ID,Cell Type,Valid QC,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2
J02,WT +dox,T,1.715291E-11,-2.004131E-11,-8.300444E-10,2.414487E-2,1.721014E-11,-2.338153E-11,-8.183537E-10,2.857143E-2,1.716292E-11,-1.837120E-11,-7.866215E-10,2.335457E-2,1.737943E-11,-2.004131E-11,-7.482091E-10,2.678571E-2,1.734635E-11,-2.004131E-11,-6.747242E-10,2.970297E-2,1.720725E-11,-1.503099E-11,-5.494660E-10,2.735562E-2,1.726284E-11,-3.507230E-11,-3.306817E-10,1.060606E-1,1.731533E-11,-1.386191E-10,-1.252582E-10,1.106667E+0,1.726541E-11,-4.976926E-10,-2.672175E-11,1.862500E+1,1.732811E-11,-7.415286E-10,-2.505164E-11,2.960000E+1,1.728346E-11,-7.532194E-10,-2.505164E-11,3.006667E+1,1.732103E-11,-6.379818E-10,-2.505164E-11,2.546667E+1,1.726600E-11,-4.993627E-10,-1.837120E-11,2.718182E+1,1.745822E-11,-3.574034E-10,-2.672175E-11,1.337500E+1
K02,WT +dox,T,2.097615E-11,-2.672175E-11,-8.868281E-10,3.013183E-2,2.103268E-11,-2.171142E-11,-8.450754E-10,2.569170E-2,2.081319E-11,-1.837120E-11,-8.300444E-10,2.213280E-2,2.087656E-11,-2.004131E-11,-7.933020E-10,2.526316E-2,2.095872E-11,-2.171142E-11,-7.348482E-10,2.954545E-2,2.099692E-11,-2.004131E-11,-5.912187E-10,3.389831E-2,2.102313E-11,-3.173208E-11,-3.523931E-10,9.004739E-2,2.106729E-11,-1.152376E-10,-1.219180E-10,9.452055E-1,2.090956E-11,-4.375687E-10,-3.340219E-11,1.310000E+1,2.084804E-11,-7.632400E-10,-2.505164E-11,3.046667E+1,2.097837E-11,-7.966422E-10,-2.338153E-11,3.407143E+1,2.067301E-11,-7.031161E-10,-2.839186E-11,2.476470E+1,2.090974E-11,-5.594867E-10,-2.171142E-11,2.576923E+1,2.095686E-11,-3.958159E-10,-2.338153E-11,1.692857E+1
L02,WT +dox,T,1.335329E-11,-1.837120E-11,-6.463324E-10,2.842377E-2,1.333236E-11,-1.837120E-11,-6.313014E-10,2.910053E-2,1.328217E-11,-2.004131E-11,-6.179405E-10,3.243243E-2,1.353553E-11,-1.837120E-11,-5.845383E-10,3.142857E-2,1.340782E-11,-2.171142E-11,-5.528062E-10,3.927492E-2,1.353457E-11,-2.338153E-11,-4.809915E-10,4.861111E-2,1.349592E-11,-3.006197E-11,-3.240012E-10,9.278350E-2,1.350717E-11,-1.085571E-10,-1.269283E-10,8.552632E-1,1.354426E-11,-4.860018E-10,-2.839186E-11,1.711765E+1,1.354250E-11,-6.246210E-10,-1.837120E-11,3.400000E+1,1.353853E-11,-5.978992E-10,-2.171142E-11,2.753846E+1,1.334715E-11,-5.027029E-10,-2.171142E-11,2.315385E+1,1.338726E-11,-3.958159E-10,-1.837120E-11,2.154545E+1,1.350583E-11,-2.738980E-10,-1.837120E-11,1.490909E+1
M02,WT +dox,T,1.909579E-11,-1.837120E-11,-8.250341E-10,2.226721E-2,1.921658E-11,-1.670110E-11,-8.066628E-10,2.070394E-2,1.912012E-11,-2.672175E-11,-7.715906E-10,3.463203E-2,1.904856E-11,-2.839186E-11,-7.649101E-10,3.711791E-2,1.915267E-11,-2.171142E-11,-6.730541E-10,3.225806E-2,1.925113E-11,-2.338153E-11,-5.711774E-10,4.093567E-2,1.887764E-11,-3.674241E-11,-3.807850E-10,9.649123E-2,1.889015E-11,-1.085571E-10,-1.653408E-10,6.565657E-1,1.889888E-11,-4.041665E-10,-3.340219E-11,1.210000E+1,1.902059E-11,-7.131368E-10,-2.004131E-11,3.558333E+1,1.895641E-11,-7.365183E-10,-2.338153E-11,3.150000E+1,1.899923E-11,-6.413221E-10,-2.505164E-11,2.560000E+1,1.875232E-11,-5.060432E-10,-2.004131E-11,2.525000E+1,1.898755E-11,-3.523931E-10,-2.839186E-11,1.241176E+1
N02,WT +dox,T,1.545342E-11,-1.837120E-11,-5.578166E-10,3.293413E-2,1.562648E-11,-2.505164E-11,-5.511361E-10,4.545454E-2,1.557826E-11,-3.173208E-11,-5.244144E-10,6.050955E-2,1.546138E-11,-2.171142E-11,-4.993627E-10,4.347826E-2,1.559228E-11,-1.837120E-11,-4.559399E-10,4.029304E-2,1.530676E-11,-2.338153E-11,-3.908056E-10,5.982906E-2,1.511890E-11,-2.505164E-11,-2.555267E-10,9.803922E-2,1.561377E-11,-8.684569E-11,-1.002066E-10,8.666667E-1,1.565228E-11,-3.022898E-10,-3.340219E-11,9.049999E+0,1.555545E-11,-4.759812E-10,-2.171142E-11,2.192308E+1,1.539745E-11,-4.960225E-10,-2.505164E-11,1.980000E+1,1.531661E-11,-4.242078E-10,-2.004131E-11,2.116667E+1,1.543554E-11,-3.407023E-10,-2.004131E-11,1.700000E+1,1.561534E-11,-2.538566E-10,-2.505164E-11,1.013333E+1
O02,WT +dox,T,1.366921E-11,-2.171142E-11,-2.388257E-10,9.090909E-2,1.349518E-11,-1.837120E-11,-2.338153E-10,7.857142E-2,1.349750E-11,-2.338153E-11,-2.304751E-10,1.014493E-1,1.356546E-11,-2.004131E-11,-2.304751E-10,8.695652E-2,1.356303E-11,-2.171142E-11,-2.271349E-10,9.558823E-2,1.368701E-11,-2.672175E-11,-2.204544E-10,1.212121E-1,1.351922E-11,-3.173208E-11,-1.820419E-10,1.743119E-1,1.370247E-11,-3.390322E-10,-4.175274E-11,8.120000E+0,1.365003E-11,-3.073001E-10,-2.338153E-11,1.314286E+1,1.374574E-11,-2.688876E-10,-2.672175E-11,1.006250E+1,1.359295E-11,-2.304751E-10,-1.837120E-11,1.254545E+1,1.376493E-11,-1.954028E-10,-2.672175E-11,7.312500E+0,1.379100E-11,-1.653408E-10,-2.505164E-11,6.600000E+0,1.366240E-11,-1.252582E-10,-2.004131E-11,6.250000E+0
P02,WT +dox,T,1.397823E-11,-3.340219E-11,-4.943524E-10,6.756757E-2,1.340795E-11,-2.004131E-11,-4.809915E-10,4.166667E-2,1.419951E-11,-2.171142E-11,-4.542698E-10,4.779411E-2,1.396598E-11,-2.505164E-11,-4.308882E-10,5.813953E-2,1.350207E-11,-2.338153E-11,-3.791149E-10,6.167401E-2,1.313879E-11,-1.169077E-11,-2.521865E-10,4.635762E-2,1.339019E-11,-4.342285E-11,-1.419593E-10,3.058823E-1,1.359679E-11,-1.336088E-10,-6.012394E-11,2.222222E+0,1.322282E-11,-2.755681E-10,-1.670110E-11,1.650000E+1,1.342531E-11,-3.841252E-10,-1.002066E-11,3.833333E+1,1.326299E-11,-4.041665E-10,-1.670110E-11,2.420000E+1,1.343088E-11,-3.724344E-10,-4.843317E-11,7.689655E+0,1.345559E-11,-3.123105E-10,-3.006197E-11,1.038889E+1,1.321839E-11,-2.271349E-10,-3.173208E-11,7.157895E+0
A03,WT +dox,T,1.619200E-11,-2.004131E-11,-4.693008E-10,4.270463E-2,1.631402E-11,-2.505164E-11,-4.676307E-10,5.357143E-2,1.622661E-11,-2.338153E-11,-4.609502E-10,5.072464E-2,1.640272E-11,-2.672175E-11,-4.358986E-10,6.130268E-2,1.629138E-11,-2.338153E-11,-4.091768E-10,5.714286E-2,1.650725E-11,-2.505164E-11,-3.523931E-10,7.109005E-2,1.638942E-11,-3.340219E-11,-2.455061E-10,1.360544E-1,1.644889E-11,-5.678372E-11,-1.118973E-10,5.074627E-1,1.635407E-11,-1.820419E-10,-3.006197E-11,6.055556E+0,1.650113E-11,-3.857953E-10,-3.173208E-11,1.215790E+1,1.636301E-11,-4.559399E-10,-3.340219E-11,1.365000E+1,1.634536E-11,-4.258779E-10,-2.505164E-11,1.700000E+1,1.658515E-11,-3.523931E-10,-3.173208E-11,1.110526E+1,1.650356E-11,-2.388257E-10,-1.169077E-11,2.042857E+1
D03,WT +dox,T,1.556562E-11,-1.837120E-11,-7.064563E-10,2.600473E-2,1.545273E-11,-1.837120E-11,-6.847449E-10,2.682927E-2,1.509924E-11,-2.004131E-11,-6.730541E-10,2.977668E-2,1.538178E-11,-2.505164E-11,-6.396519E-10,3.916449E-2,1.519262E-11,-2.839186E-11,-5.828682E-10,4.871060E-2,1.491087E-11,-3.340219E-11,-5.060432E-10,6.600661E-2,1.505622E-11,-1.336088E-10,-2.989496E-10,4.469274E-1,1.497906E-11,-2.104338E-10,-1.068870E-10,1.968750E+0,1.486677E-11,-4.592801E-10,-4.509296E-11,1.018519E+1,1.482472E-11,-6.363117E-10,-4.342285E-11,1.465385E+1,1.482769E-11,-6.396519E-10,-4.676307E-11,1.367857E+1,1.456383E-11,-5.594867E-10,-4.342285E-11,1.288462E+1,1.453992E-11,-4.175274E-10,-3.674241E-11,1.136364E+1,1.479997E-11,-2.989496E-10,-3.841252E-11,7.782609E+0
E03,WT +dox,T,6.080314E-12,-2.505164E-11,-3.857953E-10,6.493507E-2,5.897324E-12,-2.505164E-11,-3.791149E-10,6.607930E-2,6.207819E-12,-2.672175E-11,-3.574034E-10,7.476635E-2,6.279971E-12,-2.839186E-11,-3.390322E-10,8.374385E-2,6.027033E-12,-2.672175E-11,-3.139806E-10,8.510638E-2,6.305453E-12,-2.505164E-11,-2.588670E-10,9.677420E-2,6.218445E-12,-3.841252E-11,-1.853822E-10,2.072072E-1,5.826708E-12,-6.680438E-11,-9.018591E-11,7.407408E-1,6.200311E-12,-1.803718E-10,-3.006197E-11,6.000000E+0,6.428745E-12,-3.073001E-10,-2.171142E-11,1.415385E+1,6.245947E-12,-3.407023E-10,-2.839186E-11,1.200000E+1,6.043045E-12,-3.006197E-10,-3.173208E-11,9.473684E+0,6.087116E-12,-2.471762E-10,-2.171142E-11,1.138461E+1,6.155352E-12,-1.787017E-10,-2.004131E-11,8.916667E+0
G03,WT +dox,T,1.293255E-11,-2.672175E-11,-5.260845E-10,5.079365E-2,1.292083E-11,-2.171142E-11,-5.143937E-10,4.220779E-2,1.321625E-11,-2.171142E-11,-4.876720E-10,4.452055E-2,1.308204E-11,-2.338153E-11,-4.576100E-10,5.109489E-2,1.299528E-11,-3.507230E-11,-4.425790E-10,7.924528E-2,1.334921E-11,-3.507230E-11,-3.106404E-10,1.129032E-1,1.295668E-11,-3.841252E-11,-1.636707E-10,2.346939E-1,1.294499E-11,-1.068870E-10,-5.845383E-11,1.828571E+0,1.291118E-11,-2.855887E-10,-2.672175E-11,1.068750E+1,1.296438E-11,-4.425790E-10,-2.839186E-11,1.558823E+1,1.283419E-11,-4.609502E-10,-2.839186E-11,1.623529E+1,1.282204E-11,-4.258779E-10,-4.008263E-11,1.062500E+1,1.297760E-11,-3.306817E-10,-3.006197E-11,1.100000E+1,1.295736E-11,-2.371555E-10,-3.173208E-11,7.473684E+0
H03,WT +dox,T,1.640810E-11,-3.006197E-11,-9.736738E-10,3.087479E-2,1.623296E-11,-4.008263E-11,-9.436119E-10,4.247788E-2,1.651725E-11,-2.338153E-11,-8.951787E-10,2.611940E-2,1.662106E-11,-2.505164E-11,-8.667868E-10,2.890173E-2,1.659814E-11,-3.173208E-11,-8.066628E-10,3.933747E-2,1.646772E-11,-4.175274E-11,-6.112600E-10,6.830601E-2,1.643812E-11,-6.680438E-11,-3.457127E-10,1.932367E-1,1.603942E-11,-2.338153E-10,-1.118973E-10,2.089552E+0,1.631250E-11,-6.546829E-10,-3.507230E-11,1.866667E+1,1.626988E-11,-8.768075E-10,-3.173208E-11,2.763158E+1,1.620022E-11,-8.517558E-10,-3.507230E-11,2.428571E+1,1.616159E-11,-7.164770E-10,-2.505164E-11,2.860000E+1,1.610491E-11,-5.695073E-10,-4.008263E-11,1.420833E+1,1.604202E-11,-4.058366E-10,-4.008263E-11,1.012500E+1
I03,WT +dox,T,6.143726E-11,-1.169077E-11,-2.354854E-9,4.964539E-3,5.970167E-11,-4.175274E-11,-2.313102E-9,1.805054E-2,5.830659E-11,-2.672175E-11,-2.231266E-9,1.197605E-2,5.559270E-11,-2.839186E-11,-2.132730E-9,1.331245E-2,5.324480E-11,-4.175274E-11,-2.000791E-9,2.086811E-2,5.155992E-11,-4.008263E-11,-1.708522E-9,2.346041E-2,5.059026E-11,-1.539841E-9,-8.400651E-10,1.833002E+0,4.922554E-11,-1.787017E-9,-2.321452E-10,7.697842E+0,4.829232E-11,-2.192854E-9,-1.018767E-10,2.152459E+1,4.706050E-11,-2.137740E-9,-7.181471E-11,2.976744E+1,4.495439E-11,-1.867182E-9,-6.513427E-11,2.866667E+1,4.392300E-11,-1.538171E-9,-7.181471E-11,2.141860E+1,4.154179E-11,-1.197468E-9,-6.179405E-11,1.937838E+1,3.995486E-11,-8.534259E-10,-4.008263E-11,2.129167E+1
J03,WT +dox,T,1.735082E-11,-2.004131E-11,-3.223311E-10,6.217616E-2,1.756187E-11,-2.171142E-11,-3.106404E-10,6.989247E-2,1.730393E-11,-2.004131E-11,-2.956094E-10,6.779661E-2,1.733859E-11,-2.004131E-11,-2.822485E-10,7.100592E-2,1.739985E-11,-2.004131E-11,-2.538566E-10,7.894737E-2,1.752923E-11,-1.670110E-11,-2.204544E-10,7.575758E-2,1.763708E-11,-2.171142E-11,-1.486397E-10,1.460674E-1,1.760554E-11,-4.843317E-11,-6.847449E-11,7.073171E-1,1.735637E-11,-1.386191E-10,-2.505164E-11,5.533334E+0,1.747205E-11,-2.488463E-10,-1.837120E-11,1.354545E+1,1.726439E-11,-2.789083E-10,-1.336088E-11,2.087500E+1,1.757217E-11,-2.588670E-10,-1.837120E-11,1.409091E+1,1.737291E-11,-1.970729E-10,-2.338153E-11,8.428571E+0,1.755217E-11,-1.452995E-10,-1.670110E-11,8.700000E+0
K03,WT +dox,T,1.229178E-11,-3.674241E-11,-8.918384E-10,4.119850E-2,1.260762E-11,-2.338153E-11,-8.617765E-10,2.713178E-2,1.214596E-11,-2.004131E-11,-8.317145E-10,2.409639E-2,1.216299E-11,-2.338153E-11,-7.916319E-10,2.953587E-2,1.254508E-11,-2.004131E-11,-6.763943E-10,2.962963E-2,1.268721E-11,-2.338153E-11,-5.010328E-10,4.666667E-2,1.245527E-11,-5.344350E-11,-2.254648E-10,2.370370E-1,1.286139E-11,-3.340219E-10,-7.348482E-11,4.545455E+0,1.213600E-11,-7.131368E-10,-3.173208E-11,2.247369E+1,1.212308E-11,-8.317145E-10,-2.171142E-11,3.830769E+1,1.239081E-11,-7.665802E-10,-2.672175E-11,2.868750E+1,1.280824E-11,-6.229509E-10,-2.338153E-11,2.664286E+1,1.235984E-11,-4.926823E-10,-2.672175E-11,1.843750E+1,1.261355E-11,-3.306817E-10,-2.338153E-11,1.414286E+1
L03,WT +dox,T,1.148269E-11,-1.837120E-11,-2.972795E-10,6.179775E-2,1.133618E-11,-1.670110E-11,-2.805784E-10,5.952381E-2,1.121820E-11,-2.171142E-11,-2.722279E-10,7.975460E-2,1.116116E-11,-2.171142E-11,-2.688876E-10,8.074534E-2,1.145058E-11,-1.837120E-11,-2.404958E-10,7.638889E-2,1.121313E-11,-1.837120E-11,-2.054235E-10,8.943089E-2,1.159038E-11,-2.672175E-11,-1.503098E-10,1.777778E-1,1.145859E-11,-5.511361E-11,-7.515492E-11,7.333333E-1,1.114086E-11,-1.336088E-10,-2.171142E-11,6.153847E+0,1.124985E-11,-2.371555E-10,-2.171142E-11,1.092308E+1,1.140386E-11,-2.672175E-10,-1.837120E-11,1.454545E+1,1.147844E-11,-2.338153E-10,-1.837120E-11,1.272727E+1,1.134207E-11,-1.987430E-10,-2.338153E-11,8.500000E+0,1.139648E-11,-1.503098E-10,-2.338153E-11,6.428571E+0
M03,WT +dox,T,1.685000E-11,-3.340219E-11,-5.728475E-10,5.830904E-2,1.673369E-11,-2.338153E-11,-5.544764E-10,4.216867E-2,1.690496E-11,-2.004131E-11,-5.344351E-10,3.750000E-2,1.706890E-11,-2.004131E-11,-5.060432E-10,3.960396E-2,1.700761E-11,-2.672175E-11,-4.659605E-10,5.734767E-2,1.669476E-11,-2.171142E-11,-3.774447E-10,5.752212E-2,1.661596E-11,-2.839186E-11,-2.070936E-10,1.370968E-1,1.656090E-11,-8.851580E-11,-7.348482E-11,1.204545E+0,1.670593E-11,-2.922692E-10,-2.004131E-11,1.458333E+1,1.660684E-11,-4.726410E-10,-6.680438E-12,7.075000E+1,1.631894E-11,-5.143937E-10,-1.503099E-11,3.422222E+1,1.645916E-11,-4.492594E-10,-1.503099E-11,2.988889E+1,1.646580E-11,-3.557333E-10,-1.336088E-11,2.662500E+1,1.642398E-11,-2.588670E-10,-1.837120E-11,1.409091E+1
N03,WT +dox,T,1.800997E-11,-1.670110E-11,-8.317145E-10,2.008032E-2,1.824245E-11,-1.837120E-11,-7.933020E-10,2.315789E-2,1.814142E-11,-2.672175E-11,-7.665802E-10,3.485839E-2,1.834820E-11,-2.672175E-11,-7.248275E-10,3.686636E-2,1.836305E-11,-2.839186E-11,-6.713840E-10,4.228856E-2,1.811581E-11,-2.672175E-11,-5.511361E-10,4.848485E-2,1.814160E-11,-3.173208E-11,-3.791149E-10,8.370044E-2,1.852364E-11,-1.018767E-10,-1.352789E-10,7.530864E-1,1.831561E-11,-3.690942E-10,-1.336088E-11,2.762500E+1,1.805573E-11,-6.997758E-10,-4.008263E-11,1.745833E+1,1.808566E-11,-7.281677E-10,-1.503099E-11,4.844445E+1,1.836863E-11,-6.379818E-10,-6.680438E-12,9.550000E+1,1.831434E-11,-4.926823E-10,-5.010329E-12,9.833333E+1,1.836896E-11,-3.407023E-10,-1.837120E-11,1.854545E+1
O03,WT +dox,T,2.872158E-11,-8.350548E-12,-7.766009E-10,1.075269E-2,2.830771E-11,-1.837120E-11,-7.164770E-10,2.564102E-2,2.632149E-11,-1.837120E-11,-7.064563E-10,2.600473E-2,2.562269E-11,-3.173208E-11,-6.730541E-10,4.714640E-2,2.503937E-11,-2.505164E-11,-6.062497E-10,4.132231E-2,2.531090E-11,-1.903925E-10,-4.208676E-10,4.523810E-1,2.557340E-11,-2.171142E-10,-2.121039E-10,1.023622E+0,2.533893E-11,-3.056300E-10,-8.684569E-11,3.519231E+0,2.552169E-11,-5.594867E-10,-5.511361E-11,1.015152E+1,2.513313E-11,-6.880851E-10,-5.678372E-11,1.211765E+1,2.435178E-11,-6.814047E-10,-5.845383E-11,1.165714E+1,2.447382E-11,-5.845383E-10,-6.012394E-11,9.722222E+0,2.416688E-11,-4.509295E-10,-5.511361E-11,8.181818E+0,2.402685E-11,-3.373621E-10,-5.511361E-11,6.121212E+0
B04,WT +dox,T,1.981642E-11,-2.004131E-11,-8.868281E-10,2.259887E-2,1.997522E-11,-1.670110E-11,-8.717971E-10,1.915709E-2,1.986429E-11,-2.004131E-11,-8.534259E-10,2.348337E-2,1.984626E-11,-2.004131E-11,-8.033226E-10,2.494803E-2,1.995712E-11,-2.338153E-11,-7.632400E-10,3.063457E-2,2.004395E-11,-1.837120E-11,-5.978992E-10,3.072626E-2,1.983556E-11,-3.507230E-11,-3.757746E-10,9.333333E-2,1.981645E-11,-1.235881E-10,-1.302685E-10,9.487180E-1,1.983710E-11,-4.743111E-10,-3.507230E-11,1.352381E+1,1.986118E-11,-7.882917E-10,-2.004131E-11,3.933333E+1,1.976606E-11,-8.066628E-10,-2.004131E-11,4.025000E+1,1.997619E-11,-6.997758E-10,-2.505164E-11,2.793333E+1,1.983605E-11,-5.611568E-10,-2.171142E-11,2.584616E+1,1.972301E-11,-3.908056E-10,-2.505164E-11,1.560000E+1
C04,WT +dox,T,9.075568E-12,-1.670110E-11,-3.991562E-10,4.184101E-2,9.208639E-12,-2.839186E-11,-3.874654E-10,7.327586E-2,9.184093E-12,-1.837120E-11,-3.724344E-10,4.932735E-2,9.087493E-12,-2.505164E-11,-3.490529E-10,7.177033E-2,9.017290E-12,-2.338153E-11,-3.490529E-10,6.698565E-2,9.187011E-12,-2.338153E-11,-3.056300E-10,7.650273E-2,9.261936E-12,-2.505164E-11,-2.254648E-10,1.111111E-1,9.158343E-12,-4.676307E-11,-1.002066E-10,4.666667E-1,9.047737E-12,-1.787017E-10,-3.340219E-11,5.350000E+0,9.261318E-12,-3.340219E-10,-2.505164E-11,1.333333E+1,9.141972E-12,-3.707643E-10,-2.338153E-11,1.585714E+1,9.032075E-12,-3.523931E-10,-3.006197E-11,1.172222E+1,9.170832E-12,-2.755681E-10,-2.672175E-11,1.031250E+1,9.185574E-12,-1.903925E-10,-2.171142E-11,8.769231E+0
D04,WT +dox,T,1.342617E-11,-2.338153E-11,-4.058366E-10,5.761317E-2,1.342207E-11,-2.505164E-11,-3.924757E-10,6.382979E-2,1.313450E-11,-2.505164E-11,-3.774447E-10,6.637168E-2,1.337158E-11,-2.004131E-11,-3.590735E-10,5.581395E-2,1.328672E-11,-2.004131E-11,-3.390322E-10,5.911330E-2,1.341087E-11,-2.004131E-11,-2.872588E-10,6.976745E-2,1.329737E-11,-2.338153E-11,-1.803718E-10,1.296296E-1,1.333294E-11,-5.010328E-11,-7.181471E-11,6.976744E-1,1.323681E-11,-1.736914E-10,-2.505164E-11,6.933333E+0,1.332084E-11,-3.240012E-10,-2.338153E-11,1.385714E+1,1.318475E-11,-3.574034E-10,-1.503099E-11,2.377778E+1,1.314150E-11,-3.290116E-10,-1.837120E-11,1.790909E+1,1.291884E-11,-2.655474E-10,-1.503099E-11,1.766667E+1,1.331163E-11,-2.037534E-10,-3.006197E-11,6.777778E+0
F04,WT +dox,T,1.160446E-11,-2.004131E-11,-6.379818E-10,3.141361E-2,1.184050E-11,-2.004131E-11,-6.413221E-10,3.125000E-2,1.169270E-11,-1.670110E-11,-6.012394E-10,2.777778E-2,1.165215E-11,-1.503099E-11,-5.611568E-10,2.678571E-2,1.175144E-11,-3.507230E-11,-5.010328E-10,7.000000E-2,1.206480E-11,-2.338153E-11,-3.774447E-10,6.194690E-2,1.166648E-11,-4.008263E-11,-1.987430E-10,2.016807E-1,1.170666E-11,-1.553202E-10,-5.177339E-11,3.000000E+0,1.167034E-11,-4.292181E-10,-2.338153E-11,1.835714E+1,1.154811E-11,-5.728475E-10,-2.672175E-11,2.143750E+1,1.157767E-11,-5.778579E-10,-2.338153E-11,2.471428E+1,1.145630E-11,-4.976926E-10,-2.004131E-11,2.483333E+1,1.158719E-11,-3.857953E-10,-2.171142E-11,1.776923E+1,1.164353E-11,-2.655474E-10,-1.670110E-11,1.590000E+1
G04,WT +dox,T,2.089110E-11,-1.837120E-11,-1.274294E-9,1.441678E-2,2.092087E-11,-1.837120E-11,-1.235881E-9,1.486486E-2,2.043920E-11,-2.004131E-11,-1.207489E-9,1.659751E-2,2.057456E-11,-2.505164E-11,-1.167407E-9,2.145923E-2,2.057089E-11,-2.505164E-11,-1.082231E-9,2.314815E-2,2.040189E-11,-3.340219E-11,-9.536325E-10,3.502627E-2,2.035755E-11,-2.839186E-11,-6.680438E-10,4.250000E-2,2.019107E-11,-1.820419E-10,-3.089703E-10,5.891892E-1,2.015020E-11,-1.027117E-9,-5.010328E-11,2.050000E+1,2.032534E-11,-1.245902E-9,-4.008263E-11,3.108333E+1,2.027071E-11,-1.140685E-9,-5.845383E-11,1.951429E+1,2.033475E-11,-9.118798E-10,-2.672175E-11,3.412500E+1,2.026874E-11,-6.947655E-10,-2.004131E-11,3.466666E+1,2.032878E-11,-4.893421E-10,-1.837120E-11,2.663636E+1
H04,WT +dox,T,1.357121E-11,-1.670110E-11,-5.895486E-10,2.832861E-2,1.362378E-11,-2.004131E-11,-5.828682E-10,3.438396E-2,1.346395E-11,-2.338153E-11,-5.745177E-10,4.069768E-2,1.357894E-11,-2.338153E-11,-5.310948E-10,4.402516E-2,1.374724E-11,-2.338153E-11,-4.943524E-10,4.729730E-2,1.385470E-11,-2.338153E-11,-3.991562E-10,5.857741E-2,1.367418E-11,-3.507230E-11,-2.321452E-10,1.510791E-1,1.366610E-11,-9.853646E-11,-9.352613E-11,1.053571E+0,1.364122E-11,-3.273415E-10,-2.839186E-11,1.152941E+1,1.376838E-11,-5.277546E-10,-2.338153E-11,2.257143E+1,1.366074E-11,-5.361052E-10,-2.171142E-11,2.469231E+1,1.369062E-11,-4.709709E-10,-2.505164E-11,1.880000E+1,1.379917E-11,-3.791149E-10,-3.507230E-11,1.080952E+1,1.362672E-11,-2.688876E-10,-2.338153E-11,1.150000E+1
I04,WT +dox,T,7.372871E-12,-1.503099E-11,-4.008263E-10,3.750000E-2,7.526930E-12,-1.336088E-11,-3.741045E-10,3.571428E-2,7.397512E-12,-1.837120E-11,-3.574034E-10,5.140186E-2,7.393258E-12,-4.509296E-11,-3.407023E-10,1.323529E-1,7.676446E-12,-2.171142E-11,-2.855887E-10,7.602339E-2,7.501544E-12,-2.672175E-11,-2.388257E-10,1.118881E-1,7.612560E-12,-3.173208E-11,-1.336088E-10,2.375000E-1,7.926908E-12,-8.684569E-11,-4.676307E-11,1.857143E+0,7.336341E-12,-2.171142E-10,-2.672175E-11,8.125000E+0,7.299606E-12,-3.306817E-10,-3.173208E-11,1.042105E+1,7.597684E-12,-3.490529E-10,-2.505164E-11,1.393333E+1,7.838535E-12,-3.273415E-10,-2.839186E-11,1.152941E+1,7.455941E-12,-2.655474E-10,-3.674241E-11,7.227273E+0,7.511523E-12,-1.870523E-10,-2.672175E-11,7.000000E+0
J04,WT +dox,T,1.232520E-11,-1.837120E-11,-5.377753E-10,3.416149E-2,1.222873E-11,-2.338153E-11,-5.177339E-10,4.516129E-2,1.162678E-11,-2.338153E-11,-4.843317E-10,4.827586E-2,1.085860E-11,-3.340219E-11,-4.776513E-10,6.993008E-2,1.210696E-11,-2.505164E-11,-4.225377E-10,5.928854E-2,1.164926E-11,-2.672175E-11,-3.306817E-10,8.080808E-2,1.200929E-11,-1.670110E-11,-1.686811E-10,9.900991E-2,1.227070E-11,-9.018591E-11,-4.676307E-11,1.928571E+0,1.125830E-11,-2.939393E-10,-1.336088E-11,2.200000E+1,1.066247E-11,-4.726410E-10,-2.338153E-11,2.021428E+1,1.154060E-11,-4.626203E-10,1.670109E-12,-2.770000E+2,1.206157E-11,-4.041665E-10,-5.010329E-12,8.066666E+1,1.141621E-11,-3.022898E-10,-3.340219E-12,9.050000E+1,1.180347E-11,-1.787017E-10,-3.340219E-12,5.350000E+1
